id,type,state,state_reason,title,body,author,created_at,assignees,updated_at,closed_at,url,labels,comments_list,comment_thread
2716173657,pull_request,closed,,Add email multiselect field for notifications,"Part of https://github.com/metabase/metabase/issues/50766

### Description

This adds a new MultipleEmailsInput component needed for new notifications UX.

### How to verify

1. Run storybook - `yarn storybook`
2. Open Notifications / MultipleEmailsInput story (http://localhost:6006/?path=/story/notifications-multipleemailsinput--default)

### Demo

https://github.com/user-attachments/assets/a58b27ba-49cd-4f47-b1df-2b65c8218586

### Checklist

- [x] Tests have been added/updated to cover changes in this PR
",deniskaber,2024-12-03 23:25:53+00:00,['deniskaber'],2025-01-15 14:54:29+00:00,2025-01-15 14:54:29+00:00,https://github.com/metabase/metabase/pull/50820,"[('no-backport', 'Do not backport this PR to any branch'), ('.Team/Workflows', 'aka BEC')]","[{'comment_id': 2515893007, 'issue_id': 2716173657, 'author': 'trunk-io[bot]', 'body': '<!-- Trunk Test Analytics -->\n\n\n[![Static Badge](https://img.shields.io/badge/13097_tests-0a862554-purple)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment) &ensp; [![Static Badge](https://img.shields.io/badge/0-failed-crimson)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-flaky-red)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-quarantined-yellow)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=QUARANTINED)\n\n\n<sub>\n\n[View Full Report ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment) ⋅ [Docs](https://docs.trunk.io/flaky-tests?utm_source=gh-comment)\n\n</sub>', 'created_at': datetime.datetime(2024, 12, 4, 0, 49, 18, tzinfo=datetime.timezone.utc)}]","trunk-io[bot] on (2024-12-04 00:49:18 UTC): <!-- Trunk Test Analytics -->


[![Static Badge](https://img.shields.io/badge/13097_tests-0a862554-purple)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment) &ensp; [![Static Badge](https://img.shields.io/badge/0-failed-crimson)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-flaky-red)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-quarantined-yellow)](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment&runConclusion=QUARANTINED)


<sub>

[View Full Report ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50820?repo=metabase/metabase&commitHash=0a862554f3f00748917fffe55c84b81775111f41&utm_source=gh-comment) ⋅ [Docs](https://docs.trunk.io/flaky-tests?utm_source=gh-comment)

</sub>

"
2716167230,pull_request,closed,,"🤖 backported ""Ensure user count is fetched within token status memoization""",#50813,github-automation-metabase,2024-12-03 23:19:48+00:00,"['noahmoss', 'github-automation-metabase']",2024-12-05 15:11:48+00:00,2024-12-05 15:11:47+00:00,https://github.com/metabase/metabase/pull/50819,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
2716087526,pull_request,closed,,"🤖 backported ""feat(sdk): rename prop names to be clear and explicit""",#50656,github-automation-metabase,2024-12-03 22:20:37+00:00,"['heypoom', 'github-automation-metabase']",2024-12-03 23:18:17+00:00,2024-12-03 23:18:16+00:00,https://github.com/metabase/metabase/pull/50817,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
2716081139,pull_request,closed,,Preemptive caching backend,"This is the core backend PR for [preemptive caching](https://www.notion.so/metabase/Preemptive-Caching-14269354c90180e3ba74ffe2166d30ee).

This PR:
* Adds a `refresh_automatically` boolean column to the `cache_config` table
* Adds a `parameterized` column to the `query_execution` table, so that we can easily differentiate between parameterized and unparameterized queries
* Adds cache refresh logic to the existing cache invalidation Quartz task in `metabase-enterprise.task.cache`. At a high level:
  * For `:schedule` cache strategies, whenever we are invalidating the cache, we also fetch the base query and up to 10 parameterized variants from the `query` table, and we try to rerun them. If the cache policy is defined on a dashboard, we do this for every dashcard on the dashboard.
  * For `:duration` cache strategies, we don't know ahead of time which cache entries should be refreshed. So we fetch all `:duration` cache configs with `:refresh_automatically true`, and for each one, we look for queries with cache entries that are older than the cache's duration. 
  
The queries which fetch the queries to be re-run are fairly intricate — I'd appreciate careful review, and please let me know if the comments in the code are not sufficient for it to be self-explanatory.
  
I've also removed the code & tests for the `:query` cache strategy which was never shipped and is fully dead code.

Tests cover: 
* Feature flag enforcement
* The logic around selecting the queries & parameterized variants which should be re-run
* Integration tests that invalidate a cache and run the refresh logic, and check that the cache entry was updated

This does _not_ include the toggle to enable preemptive caching or support for setting it on the backend, but that'll come in a second PR since this is getting large.",noahmoss,2024-12-03 22:15:46+00:00,['noahmoss'],2025-01-27 22:13:02+00:00,2024-12-19 01:04:55+00:00,https://github.com/metabase/metabase/pull/50816,"[('no-backport', 'Do not backport this PR to any branch'), ('.Team/AdminWebapp', 'Admin and Webapp team')]","[{'comment_id': 2515661973, 'issue_id': 2716081139, 'author': 'noahmoss', 'body': '* **#50816** <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50816?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50816?utm_source=stack-comment-view-in-graphite"" target=""_blank"">(View in Graphite)</a>\n* `master`\n\n\n<h2></h2>\n\nThis stack of pull requests is managed by <a href=""https://graphite.dev?utm-source=stack-comment""><b>Graphite</b></a>. Learn more about <a href=""https://stacking.dev/?utm_source=stack-comment"">stacking</a>.\n<!-- Current dependencies on/for this PR: -->', 'created_at': datetime.datetime(2024, 12, 3, 22, 16, 11, tzinfo=datetime.timezone.utc)}, {'comment_id': 2532235750, 'issue_id': 2716081139, 'author': 'trunk-io[bot]', 'body': '<!-- Trunk Test Analytics -->\n\n\n[![Static Badge](https://img.shields.io/badge/136818_tests-5a3035bb-purple)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment) &ensp; [![Static Badge](https://img.shields.io/badge/4-failed-crimson)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/5-flaky-red)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-quarantined-yellow)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=QUARANTINED)\n\n\n| Failed Test | Failure Summary | Logs |\n| --- | --- | --- |\n| <code>issue 34330 should call the autocompleter eventually, even when only 1 character was typed (metabase\\#34330)</code> | The \\`cy.wait()\\` command timed out waiting for the first request to the route \'autocomplete\', but no request was made. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=602e5ebf-e8ce-5e41-8ffa-5f6157f3467d) |\n| <code>set-stage-number-in-viz-settings-parameter-mappings-test</code> | Expected parameterMappings to have stage numbers, but they were missing. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=d8fd837e-8681-594a-a5ed-d7ffb2d223c6) |\n| <code>scenarios > question > native displays an error</code> | The test timed out waiting for the expected content \'Table ""NOT\\_A\\_TABLE"" not found\' in the database. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=af8e1d8f-48fe-5ce3-b7da-7c94a8fac95f) |\n| <code>issue 34330 should call the autocompleter eventually, even when only 1 character was typed (metabase\\#34330)</code> | The \\`cy.wait()\\` command timed out waiting for the first request to the route \'autocomplete\', but no request was made. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=e3785430-e955-5189-9d83-f2ada40d0fe3) |\n\n\n| Flaky Test | Failure Summary | Logs |\n| --- | --- | --- |\n| <code>scenarios > question > native should handle template tags</code> | The test timed out waiting for the expected content \'Showing 168 rows\' to appear. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=8a9a5010-eddc-5835-a000-cda643db50c5) |\n| <code>scenarios > question > native should be able to add new columns after hiding some (metabase\\#15393)</code> | The test timed out waiting for the element with the class \'emotion-hvo6ii\' to contain the text \'/hidden/i\'. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=243640f6-d25d-5ef5-aefe-4d2c5e8c0339) |\n| <code>scenarios > question > native should handle template tags</code> | The test timed out waiting for the expected content \'Showing 168 rows\' to appear. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=feab9267-fb88-5d73-97b4-52493aecda8e) |\n| <code>scenarios > question > native displays an error when running selected text</code> | The test timed out waiting for the expected content \'Table ""ORD"" not found\' in the response. | [Logs\xa0↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=6c85ec5a-165a-5338-b96b-7edbd962c051) |\n\n[... and 1 more](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE)\n<sub>\n\n[View Full Report ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment) ⋅ [Docs](https://docs.trunk.io/flaky-tests?utm_source=gh-comment)\n\n</sub>', 'created_at': datetime.datetime(2024, 12, 10, 16, 35, 38, tzinfo=datetime.timezone.utc)}]","noahmoss (Issue Creator) on (2024-12-03 22:16:11 UTC): * **#50816** <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50816?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50816?utm_source=stack-comment-view-in-graphite"" target=""_blank"">(View in Graphite)</a>
* `master`


<h2></h2>

This stack of pull requests is managed by <a href=""https://graphite.dev?utm-source=stack-comment""><b>Graphite</b></a>. Learn more about <a href=""https://stacking.dev/?utm_source=stack-comment"">stacking</a>.
<!-- Current dependencies on/for this PR: -->

trunk-io[bot] on (2024-12-10 16:35:38 UTC): <!-- Trunk Test Analytics -->


[![Static Badge](https://img.shields.io/badge/136818_tests-5a3035bb-purple)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment) &ensp; [![Static Badge](https://img.shields.io/badge/4-failed-crimson)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/5-flaky-red)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE) &ensp; [![Static Badge](https://img.shields.io/badge/0-quarantined-yellow)](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=QUARANTINED)


| Failed Test | Failure Summary | Logs |
| --- | --- | --- |
| <code>issue 34330 should call the autocompleter eventually, even when only 1 character was typed (metabase\#34330)</code> | The \`cy.wait()\` command timed out waiting for the first request to the route 'autocomplete', but no request was made. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=602e5ebf-e8ce-5e41-8ffa-5f6157f3467d) |
| <code>set-stage-number-in-viz-settings-parameter-mappings-test</code> | Expected parameterMappings to have stage numbers, but they were missing. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=d8fd837e-8681-594a-a5ed-d7ffb2d223c6) |
| <code>scenarios > question > native displays an error</code> | The test timed out waiting for the expected content 'Table ""NOT\_A\_TABLE"" not found' in the database. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=af8e1d8f-48fe-5ce3-b7da-7c94a8fac95f) |
| <code>issue 34330 should call the autocompleter eventually, even when only 1 character was typed (metabase\#34330)</code> | The \`cy.wait()\` command timed out waiting for the first request to the route 'autocomplete', but no request was made. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=e3785430-e955-5189-9d83-f2ada40d0fe3) |


| Flaky Test | Failure Summary | Logs |
| --- | --- | --- |
| <code>scenarios > question > native should handle template tags</code> | The test timed out waiting for the expected content 'Showing 168 rows' to appear. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=8a9a5010-eddc-5835-a000-cda643db50c5) |
| <code>scenarios > question > native should be able to add new columns after hiding some (metabase\#15393)</code> | The test timed out waiting for the element with the class 'emotion-hvo6ii' to contain the text '/hidden/i'. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=243640f6-d25d-5ef5-aefe-4d2c5e8c0339) |
| <code>scenarios > question > native should handle template tags</code> | The test timed out waiting for the expected content 'Showing 168 rows' to appear. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=feab9267-fb88-5d73-97b4-52493aecda8e) |
| <code>scenarios > question > native displays an error when running selected text</code> | The test timed out waiting for the expected content 'Table ""ORD"" not found' in the response. | [Logs ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE&runId=6c85ec5a-165a-5338-b96b-7edbd962c051) |

[... and 1 more](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment&runConclusion=FAILURE)
<sub>

[View Full Report ↗︎](https://app.trunk.io/metabase/flaky-tests/pr/50816?repo=metabase/metabase&commitHash=5a3035bb3a96525585eb59a33a00cbd4a02fbf46&utm_source=gh-comment) ⋅ [Docs](https://docs.trunk.io/flaky-tests?utm_source=gh-comment)

</sub>

"
2716067811,pull_request,closed,,Manual backport of 50813,Manual backport of https://github.com/metabase/metabase/pull/50813 to 51 (opening preemptively to allow CI to run),noahmoss,2024-12-03 22:06:06+00:00,['noahmoss'],2024-12-03 22:49:37+00:00,2024-12-03 22:49:11+00:00,https://github.com/metabase/metabase/pull/50815,"[('.Team/AdminWebapp', 'Admin and Webapp team')]",[],
2716065901,pull_request,closed,,"🤖 backported ""docs - commands""",#50784,github-automation-metabase,2024-12-03 22:04:49+00:00,"['jeff-bruemmer', 'github-automation-metabase']",2024-12-03 22:09:36+00:00,2024-12-03 22:09:35+00:00,https://github.com/metabase/metabase/pull/50814,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
2716058568,pull_request,closed,,Ensure user count is fetched within token status memoization,"Follow-up to https://github.com/metabase/metabase/pull/50779 to fix an oversight: user count wasn't previously being fetched *within* the memoized function used for token checks, leading to many more DB calls than needed. Added a test to ensure that 0 DB calls are made when fetching a cached token status.",noahmoss,2024-12-03 22:00:11+00:00,['noahmoss'],2024-12-05 15:12:17+00:00,2024-12-03 23:18:59+00:00,https://github.com/metabase/metabase/pull/50813,"[('backport', 'Automatically create PR on current release branch on merge'), ('.Team/AdminWebapp', 'Admin and Webapp team')]","[{'comment_id': 2515637911, 'issue_id': 2716058568, 'author': 'noahmoss', 'body': '* **#50813** <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50813?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50813?utm_source=stack-comment-view-in-graphite"" target=""_blank"">(View in Graphite)</a>\n* `master`\n\n<h2></h2>\n\nThis stack of pull requests is managed by <a href=""https://graphite.dev?utm-source=stack-comment""><b>Graphite</b></a>. Learn more about <a href=""https://stacking.dev/?utm_source=stack-comment"">stacking</a>.\n<!-- Current dependencies on/for this PR: -->', 'created_at': datetime.datetime(2024, 12, 3, 22, 0, 31, tzinfo=datetime.timezone.utc)}]","noahmoss (Issue Creator) on (2024-12-03 22:00:31 UTC): * **#50813** <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50813?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.dev/github/pr/metabase/metabase/50813?utm_source=stack-comment-view-in-graphite"" target=""_blank"">(View in Graphite)</a>
* `master`

<h2></h2>

This stack of pull requests is managed by <a href=""https://graphite.dev?utm-source=stack-comment""><b>Graphite</b></a>. Learn more about <a href=""https://stacking.dev/?utm_source=stack-comment"">stacking</a>.
<!-- Current dependencies on/for this PR: -->

"
2716052882,pull_request,closed,,"🤖 backported ""Onboarding checklist - misc. follow ups""",#50579,github-automation-metabase,2024-12-03 21:56:17+00:00,"['nemanjaglumac', 'github-automation-metabase']",2024-12-03 22:37:55+00:00,2024-12-03 22:37:54+00:00,https://github.com/metabase/metabase/pull/50812,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
2716049605,pull_request,closed,,"🤖 backported ""[Clean up] Hide clean up UI in sample collections""",#50760,metabase-bot[bot],2024-12-03 21:53:59+00:00,['sloansparger'],2024-12-03 23:28:46+00:00,2024-12-03 23:28:45+00:00,https://github.com/metabase/metabase/pull/50811,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
2716046742,pull_request,closed,,"🤖 backported ""[Clean up] Hide clean up UI in sample collections""",#50760,github-automation-metabase,2024-12-03 21:52:02+00:00,"['sloansparger', 'github-automation-metabase']",2024-12-03 23:04:47+00:00,2024-12-03 23:04:46+00:00,https://github.com/metabase/metabase/pull/50810,"[('was-backported', 'apply this to PRs that are themselves backports')]",[],
