id,type,state,state_reason,title,body,author,created_at,assignees,updated_at,closed_at,url,labels,comments_list,comment_thread
2840343460,issue,open,,Link Checker Report,,github-actions[bot],2025-02-09 00:19:49+00:00,['jeff-bruemmer'],2025-02-09 00:19:50+00:00,,https://github.com/metabase/metabase/issues/53430,"[('Type:Documentation', '')]",[],
2839962409,issue,closed,not_planned,502 Bad Gateway after upgrade 0.52.9 to 0.53.1,"### Describe the bug

After upgrading 0.52.9 to 0.53.1 following these [instructions](https://www.metabase.com/docs/latest/installation-and-operation/running-metabase-on-debian), I get 502 errors. The nginx only tells me that the connection is refused.
Previous upgrades did work without issues and I didn't change anything configure wise. 
Reverting to  0.52.9  makes it work again


### To Reproduce

Follow these [instructions](https://www.metabase.com/docs/latest/installation-and-operation/upgrading-metabase)

### Expected behavior

Upgrade should work fine.

### Logs

_No response_

### Information about your Metabase installation

```JSON
As I can't run 0.53.1 here's the one for 0.52.9
{
  ""browser-info"": {
    ""language"": ""en-US"",
    ""platform"": ""Win32"",
    ""userAgent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0"",
    ""vendor"": """"
  },
  ""metabase-info"": {
    ""databases"": [
      ""h2"",
      ""mysql""
    ],
    ""run-mode"": ""prod"",
    ""plan-alias"": """",
    ""version"": {
      ""date"": ""2025-01-31"",
      ""tag"": ""v0.52.9"",
      ""hash"": ""f9fbbf8""
    },
    ""settings"": {
      ""report-timezone"": null
    },
    ""hosting-env"": ""unknown"",
    ""application-database"": ""mysql"",
    ""application-database-details"": {
      ""database"": {
        ""name"": ""MariaDB"",
        ""version"": ""10.6.21-MariaDB-ubu2004""
      },
      ""jdbc-driver"": {
        ""name"": ""MariaDB Connector/J"",
        ""version"": ""2.7.10""
      }
    }
  },
  ""system-info"": {
    ""file.encoding"": ""UTF-8"",
    ""java.runtime.name"": ""OpenJDK Runtime Environment"",
    ""java.runtime.version"": ""11.0.26+4-post-Ubuntu-1ubuntu120.04"",
    ""java.vendor"": ""Ubuntu"",
    ""java.vendor.url"": ""https://ubuntu.com/"",
    ""java.version"": ""11.0.26"",
    ""java.vm.name"": ""OpenJDK 64-Bit Server VM"",
    ""java.vm.version"": ""11.0.26+4-post-Ubuntu-1ubuntu120.04"",
    ""os.name"": ""Linux"",
    ""os.version"": ""5.4.0-204-generic"",
    ""user.language"": ""en"",
    ""user.timezone"": ""Europe/Berlin""
  }
}
```

### Severity

blocks the upgrade

### Additional context

_No response_",searchjaunt,2025-02-08 13:08:28+00:00,[],2025-02-08 15:22:36+00:00,2025-02-08 15:22:35+00:00,https://github.com/metabase/metabase/issues/53429,"[('Type:Bug', 'Product defects'), ('.Needs Triage', '')]","[{'comment_id': 2645729538, 'issue_id': 2839962409, 'author': 'paoliniluis', 'body': 'Please upgrade to Java 21', 'created_at': datetime.datetime(2025, 2, 8, 14, 11, 46, tzinfo=datetime.timezone.utc)}]","paoliniluis on (2025-02-08 14:11:46 UTC): Please upgrade to Java 21

"
2839718723,issue,open,,feature request for custom expression doy - day of the year,"**Feature Request: Implement ""doy"" (Day of the Year) in Custom Expressions**

**Objective:**
Introduce support for ""doy"" (day of the year) in custom expressions to allow analyzing relative trends over periods other than months, such as quarters. This feature would align with the existing support for ""day"" and enhance data flexibility.

**Technical Details:**
We propose adding ""doy"" within custom expressions through SQL, allowing users to perform calculations like:

```custom expression
between(doy([Created At]), 1, doy(now))
```

```sql
CAST(
  extract(
    doy from
    CAST(""source"".""created_at"" AS timestamp)
  ) AS integer
) BETWEEN 1 AND CAST(
  extract(
    doy from
    NOW()
  ) AS integer
)
```
Its the very same of actual `day`, but with `doy` keyword instead.",michelegirini,2025-02-08 08:44:43+00:00,[],2025-02-08 08:56:04+00:00,,https://github.com/metabase/metabase/issues/53428,"[('Type:New Feature', ''), ('.Needs Triage', '')]",[],
2839439475,issue,closed,completed,Java 21 JRE from Eclipse Temurin with NSSM manager,"### Describe the bug

Not a Metabase issue but I think it might help others who runs a similar setup as mine.

Metabase 0.53 requires Java 21 now, official document suggest using Java 21 JRE from Eclipse Temurin.
I run metabase open source version as a service using a batch file with **NSSM** manager, after 0.53 update, it simply refuse to work. After some investigations it turns out I need to escape using extra ""\\"" in the batch file, so the bat now looks like:

`C:\\""Program Files""\\""Eclipse Adoptium""\\""jdk-21.0.6.7-hotspot""\\bin\java.exe -jar metabase.jar`

Otherwise it throw an java class not found exception.

### To Reproduce

N/A

### Expected behavior

_No response_

### Logs

_No response_

### Information about your Metabase installation

```JSON
Metabase 0.53.1
```

### Severity

Mild

### Additional context

Feel free to closed the issue, as it is not metabase specific related, thank you.",ojjj13,2025-02-08 03:15:16+00:00,[],2025-02-08 03:15:37+00:00,2025-02-08 03:15:37+00:00,https://github.com/metabase/metabase/issues/53423,"[('Type:Bug', 'Product defects'), ('.Needs Triage', '')]",[],
2839097367,issue,open,,Should not offer to save metric referencing itself,"### Describe the bug

Saving a metric that refers to itself in Formula results in failure without explanation.

The failure is actually due to cycle detection on the backend. The backend reports a 400 response with an error message. This error message could be used to inform the user of the trouble.

Old description:

> As per [this](https://metaboat.slack.com/archives/C0645JP1W81/p1737375866253629) slack thread, editing a metric definition could result in  metric referencing itself saved in the application database. 


### To Reproduce


1. Create new metric.
2. Save.
3. Edit that metric's aggregation. Set it to custom aggregation. Reference the metric being updated.
4. Click save.
5. Notice the failure in the Save button.
6. Notice the 400 error message in the Network tab of the Dev Tools. Notice the error message in the response.

### Expected behavior

a. Ideally, FE should not provide metric references in custom aggregation expression to metrics that depend on it including itself. 
b. Frontend should disable save button when cycles can be detected.
c. Frontend should detect 400 error and report error message from backend.

### Logs

_No response_

### Information about your Metabase installation

```JSON
0c5c608e6fccf8e649ba44b5e8caffef9c5a50d8
```

### Severity

P2

### Additional context

This is the frontend portion of #52385. That backend one is being fixed.

#53373 adds a new function `metadata.lib.query/check-overwrite` which can be added to `Lib` and used to detect cycles on the frontend when enough metadata is available to fully expand the whole dependency graph. That might make it hard to reproduce, depending on how the card is created.

Regardless, the backend is protecting cards with cycles from being saved, so the frontend should catch the error and display it to the user.",ericnormand,2025-02-07 21:11:38+00:00,[],2025-02-07 21:11:38+00:00,,https://github.com/metabase/metabase/issues/53407,"[('Type:Bug', 'Product defects'), ('.Needs Triage', '')]",[],
2839085350,issue,open,,Error 401 Latitude/Longitude Endpoint on public question/dashboard,"### Describe the bug

Hi,

When making a map public using a public question or public dashboard, none of the Pins show up.

For example:

What I see when I go to the Question normally:

<img width=""1415"" alt=""Image"" src=""https://github.com/user-attachments/assets/5ab9a8f8-99a1-4f3e-9b64-54acd45f4231"" />

What I see when I got to the public URL:
<img width=""1428"" alt=""Image"" src=""https://github.com/user-attachments/assets/2bb960a3-a6b9-49a0-90a2-a592f1bd5009"" />


There is a series of errors in the console, see logs below.

We are on a pretty recent version of Metabase, but not the latest version, please let me know if this has been fixed and I just need to upgrade. But I could not find any mention of this issue in the Release notes.

Thank you

### To Reproduce

1. Create a question that query longitude/latitude
2. Add Map visualization, Map type: Pin Map
3. Create a public link
4. Go to the public link, you'll see the errors in the Web console, and no pins are going to show up.


### Expected behavior

_No response_

### Logs

GET https://*************************/Latitude/Longitude?query=%7B%22type%22%3A%22native%22%2C%22native%22%3A%7B%22template-tags%22%3A%7B%7D%7D%7D 401 (Unauthorized)
createTile | @ | vendor.ecdac9f4035b000c.js:1
-- | -- | --
  | _addTile | @ | vendor.ecdac9f4035b000c.js:1
  | _update | @ | vendor.ecdac9f4035b000c.js:1
  | redraw | @ | vendor.ecdac9f4035b000c.js:1
  | setUrl | @ | vendor.ecdac9f4035b000c.js:1
  | componentDidUpdate | @ | LeafletTilePinMap.jsx:20
  | componentDidMount | @ | LeafletTilePinMap.jsx:10
  | a0 | @ | vendor.ecdac9f4035b000c.js:1
  | e | @ | vendor.ecdac9f4035b000c.js:1
  | (anonymous) | @ | vendor.ecdac9f4035b000c.js:1
  | sH | @ | vendor.ecdac9f4035b000c.js:1
  | sS | @ | vendor.ecdac9f4035b000c.js:1
  | w | @ | vendor.ecdac9f4035b000c.js:1
  | B | @ | vendor.ecdac9f4035b000c.js:1


<img width=""1426"" alt=""Image"" src=""https://github.com/user-attachments/assets/b3c69098-4d46-4fd4-bd94-0f88d94f5c89"" />

<img width=""1124"" alt=""Image"" src=""https://github.com/user-attachments/assets/1d4fa3c5-1e9e-421f-8b8a-f564951fbbf2"" />

<img width=""398"" alt=""Image"" src=""https://github.com/user-attachments/assets/0e3d7cd7-d783-427e-8d3a-a2f432b601a6"" />

<img width=""410"" alt=""Image"" src=""https://github.com/user-attachments/assets/4659deaf-0846-499d-88e3-d9b3e181a5a4"" />

### Information about your Metabase installation

```JSON
{
  ""browser-info"": {
    ""language"": ""en-US"",
    ""platform"": ""MacIntel"",
    ""userAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"",
    ""vendor"": ""Google Inc.""
  },
  ""metabase-info"": {
    ""databases"": [
      ""postgres"",
      ""bigquery-cloud-sdk""
    ],
    ""run-mode"": ""prod"",
    ""plan-alias"": """",
    ""version"": {
      ""date"": ""2025-01-06"",
      ""tag"": ""v0.51.11"",
      ""hash"": ""02729cf""
    },
    ""settings"": {
      ""report-timezone"": null
    },
    ""hosting-env"": ""heroku"",
    ""application-database"": ""postgres"",
    ""application-database-details"": {
      ""database"": {
        ""name"": ""PostgreSQL"",
        ""version"": ""16.6 (Ubuntu 16.6-1.pgdg20.04+1)""
      },
      ""jdbc-driver"": {
        ""name"": ""PostgreSQL JDBC Driver"",
        ""version"": ""42.7.3""
      }
    }
  },
  ""system-info"": {
    ""file.encoding"": ""UTF-8"",
    ""java.runtime.name"": ""OpenJDK Runtime Environment"",
    ""java.runtime.version"": ""11.0.25+9-LTS"",
    ""java.vendor"": ""Azul Systems, Inc."",
    ""java.vendor.url"": ""http://www.azul.com/"",
    ""java.version"": ""11.0.25"",
    ""java.vm.name"": ""OpenJDK 64-Bit Server VM"",
    ""java.vm.version"": ""11.0.25+9-LTS"",
    ""os.name"": ""Linux"",
    ""os.version"": ""5.15.0-1072-aws"",
    ""user.language"": ""en"",
    ""user.timezone"": ""Etc/UTC""
  }
}
```

### Severity

Blocking some users

### Additional context

_No response_",beld2107,2025-02-07 21:04:36+00:00,[],2025-02-09 04:05:47+00:00,,https://github.com/metabase/metabase/issues/53405,"[('Type:Bug', 'Product defects'), ('.Needs Triage', '')]","[{'comment_id': 2646057602, 'issue_id': 2839085350, 'author': 'Sid-80', 'body': 'I am willing to work on this issue!', 'created_at': datetime.datetime(2025, 2, 9, 4, 5, 46, tzinfo=datetime.timezone.utc)}]","Sid-80 on (2025-02-09 04:05:46 UTC): I am willing to work on this issue!

"
2839064598,issue,open,,Should not allow saving query with cycle,"### Describe the bug



We should not offer to replace existing question when saving a question that creates a cyclic dependency.



### To Reproduce


1. Create a new question: ""Orders"", summarize ""Count"" by ""Created At: Month""
2. Save it
3. Add a join step and join the newly created question to itself on ""Created At: Month"" = ""Created At: Month""
4. Save it
5. When asked to replace existing question or create a new one, just hit ""Save""
7. Notice the red error message in the modal. `Cannot read properties of undefined (reading 'id')`
8. Notice in Network panel of Dev Tools that the server responded 400 with an error message in the body.

<img width=""659"" alt=""Image"" src=""https://github.com/user-attachments/assets/5eb934bc-b402-40ca-915e-4d303e4fa095"" />

<img width=""474"" alt=""Image"" src=""https://github.com/user-attachments/assets/ff079fee-04ae-49a3-9164-844ad6b0748f"" />



### Expected behavior


1. We should not offer to replace existing question when saving a question that joins itself - we know it will result in an error.
2. When you do hit save (in case cycle cannot be detected), detect 400 response and use error message in modal.


### Logs

_No response_

### Information about your Metabase installation

```JSON
{
  ""browser-info"": {
    ""language"": ""en-US"",
    ""platform"": ""MacIntel"",
    ""userAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"",
    ""vendor"": ""Google Inc.""
  },
  ""metabase-info"": {
    ""databases"": [
      ""postgres"",
      ""h2""
    ],
    ""run-mode"": ""dev"",
    ""plan-alias"": ""enterprise-self-hosted"",
    ""version"": {
      ""date"": ""2025-02-05"",
      ""tag"": ""v0.54.0-SNAPSHOT"",
      ""hash"": ""a4b2ccd""
    },
    ""settings"": {
      ""report-timezone"": null
    },
    ""hosting-env"": ""unknown"",
    ""application-database"": ""postgres"",
    ""application-database-details"": {
      ""database"": {
        ""name"": ""PostgreSQL"",
        ""version"": ""17.2 (Homebrew)""
      },
      ""jdbc-driver"": {
        ""name"": ""PostgreSQL JDBC Driver"",
        ""version"": ""42.7.5""
      }
    }
  },
  ""system-info"": {
    ""file.encoding"": ""UTF-8"",
    ""java.runtime.name"": ""OpenJDK Runtime Environment"",
    ""java.runtime.version"": ""21.0.5+11-LTS"",
    ""java.vendor"": ""Eclipse Adoptium"",
    ""java.vendor.url"": ""https://adoptium.net/"",
    ""java.version"": ""21.0.5"",
    ""java.vm.name"": ""OpenJDK 64-Bit Server VM"",
    ""java.vm.version"": ""21.0.5+11-LTS"",
    ""os.name"": ""Mac OS X"",
    ""os.version"": ""15.2"",
    ""user.language"": ""en"",
    ""user.timezone"": ""UTC""
  }
}
```

### Severity

P2

### Additional context


This is the frontend portion of #35980. The backend portion was fixed in #53373. That PR adds a function to `metabase.lib.query` called `check-overwrite` which can be used from the frontend to check for cycles if we have enough metadata to detect them. It uses the same function on the backend to protect the API.",ericnormand,2025-02-07 20:50:38+00:00,[],2025-02-07 21:01:16+00:00,,https://github.com/metabase/metabase/issues/53404,"[('Type:Bug', 'Product defects'), ('.Needs Triage', '')]","[{'comment_id': 2644120176, 'issue_id': 2839064598, 'author': 'ericnormand', 'body': 'Note that there are times when `metabase.lib.query/check-overwrite` cannot detect cycles on the frontend because of lack of metadata. But there are also times when it can. This may make it hard to reproduce. Either way, the backend is protected from saves.', 'created_at': datetime.datetime(2025, 2, 7, 21, 1, 14, tzinfo=datetime.timezone.utc)}]","ericnormand (Issue Creator) on (2025-02-07 21:01:14 UTC): Note that there are times when `metabase.lib.query/check-overwrite` cannot detect cycles on the frontend because of lack of metadata. But there are also times when it can. This may make it hard to reproduce. Either way, the backend is protected from saves.

"
2838985578,issue,open,,[Epic] Title,"### Links

- [product doc](LINK_TO_PRODUCT_DOC)
- [technical design doc](LINK_TO_TECHNICAL_DESIGN_DOC)
- [testing plan](LINK_TO_TESTING_PLAN)
- feature branch: `BRANCH_NAME`
- issue links: _related issues, if any_

### Implementation Plan

```[tasklist]
#### Milestone 1
- [ ] _Add tasks here_
```
",Zaidalamari,2025-02-07 19:57:20+00:00,[],2025-02-07 19:57:20+00:00,,https://github.com/metabase/metabase/issues/53393,"[('.Epic', 'Feature Implementation or Project')]",[],
2838582106,issue,open,,sandbox UI doesn't show hidden columns,"### Describe the bug

Sandbox on a column

<img width=""1104"" alt=""Image"" src=""https://github.com/user-attachments/assets/0a3bc824-be56-4c66-938f-70c29c4bd446"" />

Hide the column

<img width=""1449"" alt=""Image"" src=""https://github.com/user-attachments/assets/9db6afad-b936-45f7-ae67-f84d98b48147"" />

UI no longer shows column in config box

<img width=""1465"" alt=""Image"" src=""https://github.com/user-attachments/assets/6f49fc22-07a3-4663-b010-de01dc8f1dcc"" />

Network includes correctly configured sandbox information

<img width=""1484"" alt=""Image"" src=""https://github.com/user-attachments/assets/dd560c75-032a-49db-a100-4b96b429584f"" />
But the field is missing from query metadata (presumably)

### To Reproduce

above is a pretty exhaustive repro

### Expected behavior

should show the column in the config box.

### Logs

_No response_

### Information about your Metabase installation

```JSON
any version
```

### Severity

p2

### Additional context

_No response_",dpsutton,2025-02-07 16:31:09+00:00,[],2025-02-07 16:48:51+00:00,,https://github.com/metabase/metabase/issues/53378,"[('Type:Bug', 'Product defects'), ('Priority:P2', 'Average run of the mill bug'), ('.Frontend', ''), ('Administration/Data Sandboxes', 'Enterprise Sandboxing'), ('.Team/AdminWebapp', 'Admin and Webapp team')]",[],
2838551812,issue,open,,We need GetTableMetadata on tables now on Athena,"### Describe the bug

Seems that we forgot to document the permissions we need after https://github.com/metabase/metabase/pull/44032

Things are gonna keep running ""as usual"", but slower and maybe we get a deprecation at some point, which should be sad

### To Reproduce

1) follow the Athena tutorial
2) see the logs when syncing

### Expected behavior

We should tell users how to connect correctly to Athena

### Logs

```
2025-02-07 16:01:15,882 WARN results.ListTableMetadataResultSet :: Could not list tables: software.amazon.awssdk.services.athena.model.AthenaException: You are not authorized to perform: athena:GetTableMetadata on the resource. After your AWS administrator or you have updated your permissions, please try again. (Service: Athena, Status Code: 400, Request ID: d565803f-77bb-4aad-bf04-f9df881e47c5)
java.util.concurrent.CompletionException: software.amazon.awssdk.services.athena.model.AthenaException: You are not authorized to perform: athena:GetTableMetadata on the resource. After your AWS administrator or you have updated your permissions, please try again. (Service: Athena, Status Code: 400, Request ID: d565803f-77bb-4aad-bf04-f9df881e47c5)
	at software.amazon.awssdk.utils.CompletableFutureUtils.errorAsCompletionException(CompletableFutureUtils.java:64)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.AsyncExecutionFailureExceptionReportingStage.lambda$execute$0(AsyncExecutionFailureExceptionReportingStage.java:51)
	at java.base/java.util.concurrent.CompletableFuture.uniHandle(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$UniHandle.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.postComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.completeExceptionally(Unknown Source)
	at software.amazon.awssdk.utils.CompletableFutureUtils.lambda$forwardExceptionTo$0(CompletableFutureUtils.java:78)
	at java.base/java.util.concurrent.CompletableFuture.uniWhenComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$UniWhenComplete.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.postComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.completeExceptionally(Unknown Source)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.AsyncRetryableStage2$RetryingExecutor.maybeAttemptExecute(AsyncRetryableStage2.java:135)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.AsyncRetryableStage2$RetryingExecutor.maybeRetryExecute(AsyncRetryableStage2.java:152)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.AsyncRetryableStage2$RetryingExecutor.lambda$attemptExecute$1(AsyncRetryableStage2.java:123)
	at java.base/java.util.concurrent.CompletableFuture.uniWhenComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$UniWhenComplete.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.postComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.complete(Unknown Source)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.MakeAsyncHttpRequestStage.lambda$null$0(MakeAsyncHttpRequestStage.java:110)
	at java.base/java.util.concurrent.CompletableFuture.uniWhenComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$UniWhenComplete.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.postComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.complete(Unknown Source)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.MakeAsyncHttpRequestStage.completeResponseFuture(MakeAsyncHttpRequestStage.java:253)
	at software.amazon.awssdk.core.internal.http.pipeline.stages.MakeAsyncHttpRequestStage.lambda$executeHttpRequest$3(MakeAsyncHttpRequestStage.java:167)
	at java.base/java.util.concurrent.CompletableFuture.uniHandle(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$UniHandle.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture$Completion.run(Unknown Source)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: software.amazon.awssdk.services.athena.model.AthenaException: You are not authorized to perform: athena:GetTableMetadata on the resource. After your AWS administrator or you have updated your permissions, please try again. (Service: Athena, Status Code: 400, Request ID: d565803f-77bb-4aad-bf04-f9df881e47c5)
	at software.amazon.awssdk.services.athena.model.AthenaException$BuilderImpl.build(AthenaException.java:104)
	at software.amazon.awssdk.services.athena.model.AthenaException$BuilderImpl.build(AthenaException.java:58)
	at software.amazon.awssdk.protocols.json.internal.unmarshall.AwsJsonProtocolErrorUnmarshaller.unmarshall(AwsJsonProtocolErrorUnmarshaller.java:92)
	at software.amazon.awssdk.protocols.json.internal.unmarshall.AwsJsonProtocolErrorUnmarshaller.handle(AwsJsonProtocolErrorUnmarshaller.java:66)
	at software.amazon.awssdk.protocols.json.internal.unmarshall.AwsJsonProtocolErrorUnmarshaller.handle(AwsJsonProtocolErrorUnmarshaller.java:41)
	at software.amazon.awssdk.core.http.MetricCollectingHttpResponseHandler.lambda$handle$0(MetricCollectingHttpResponseHandler.java:52)
	at software.amazon.awssdk.core.internal.util.MetricUtils.measureDurationUnsafe(MetricUtils.java:99)
	at software.amazon.awssdk.core.internal.util.MetricUtils.measureDurationUnsafe(MetricUtils.java:92)
	at software.amazon.awssdk.core.http.MetricCollectingHttpResponseHandler.handle(MetricCollectingHttpResponseHandler.java:52)
	at software.amazon.awssdk.core.internal.http.async.AsyncResponseHandler.lambda$prepare$0(AsyncResponseHandler.java:92)
	at java.base/java.util.concurrent.CompletableFuture$UniCompose.tryFire(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.postComplete(Unknown Source)
	at java.base/java.util.concurrent.CompletableFuture.complete(Unknown Source)
	at software.amazon.awssdk.core.internal.http.async.AsyncResponseHandler$BaosSubscriber.onComplete(AsyncResponseHandler.java:135)
	at software.amazon.awssdk.core.internal.metrics.BytesReadTrackingPublisher$BytesReadTracker.onComplete(BytesReadTrackingPublisher.java:74)
	at software.amazon.awssdk.http.nio.netty.internal.ResponseHandler$DataCountingPublisher$1.onComplete(ResponseHandler.java:519)
	at software.amazon.awssdk.http.nio.netty.internal.ResponseHandler.runAndLogError(ResponseHandler.java:254)
	at software.amazon.awssdk.http.nio.netty.internal.ResponseHandler.access$600(ResponseHandler.java:77)
	at software.amazon.awssdk.http.nio.netty.internal.ResponseHandler$PublisherAdapter$1.onComplete(ResponseHandler.java:375)
	at software.amazon.awssdk.http.nio.netty.internal.nrs.HandlerPublisher.publishMessage(HandlerPublisher.java:402)
	at software.amazon.awssdk.http.nio.netty.internal.nrs.HandlerPublisher.flushBuffer(HandlerPublisher.java:338)
	at software.amazon.awssdk.http.nio.netty.internal.nrs.HandlerPublisher.receivedDemand(HandlerPublisher.java:291)
	at software.amazon.awssdk.http.nio.netty.internal.nrs.HandlerPublisher.access$200(HandlerPublisher.java:61)
	at software.amazon.awssdk.http.nio.netty.internal.nrs.HandlerPublisher$ChannelSubscription$1.run(HandlerPublisher.java:495)
	at io.netty.util.concurrent.AbstractEventExecutor.runTask(AbstractEventExecutor.java:173)
	at io.netty.util.concurrent.AbstractEventExecutor.safeExecute(AbstractEventExecutor.java:166)
	at io.netty.util.concurrent.SingleThreadEventExecutor.runAllTasks(SingleThreadEventExecutor.java:469)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:566)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:994)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	... 1 more

```

### Information about your Metabase installation

```JSON
it's been like that since the PR above
```

### Severity

P2

### Additional context

NA",paoliniluis,2025-02-07 16:17:24+00:00,[],2025-02-07 16:50:55+00:00,,https://github.com/metabase/metabase/issues/53377,"[('Type:Bug', 'Product defects'), ('Priority:P2', 'Average run of the mill bug'), ('Database/Athena', ''), ('.Team/Drivers', '')]",[],
